Post Date,Post Type,Campaign Type,Hashtags,Audience Emotion,Engagement Source,Impressions,Reach,Likes,Comments,Shares,Saves,Profile Visits,Follows
2025-01-12,Image,Giveaway,"#SugarCosmetics, #BoldLooks",Inspired,Influencer,14484,13745,1625,210,154,84,169,29
2025-04-02,Reel,Giveaway,#SugarCosmetics,Happy,Influencer,26066,15849,2522,244,230,174,360,179
2024-11-30,Story,Product Launch,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Confident,Influencer,30577,27215,2236,158,195,117,1148,526
2024-06-04,Reel,Giveaway,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Confident,Influencer,39772,29778,4425,576,372,425,868,116
2024-04-20,Video,Product Launch,"#VeganBeauty, #MakeupGoals",Confident,Organic,21760,18199,1973,235,185,130,645,231
2024-08-04,Story,Influencer Collab,"#CrueltyFree, #MakeupGoals, #BoldLooks",Happy,Organic,28549,19914,3851,516,329,127,544,226
2024-09-01,Reel,Influencer Collab,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Curious,Influencer,49071,31520,4716,262,56,456,817,156
2024-06-07,Video,Tutorial,#VeganBeauty,Inspired,Organic,43277,30414,6136,443,610,581,1517,300
2025-04-18,Reel,Tutorial,#SugarCosmetics,Inspired,Influencer,15146,9287,947,178,86,77,299,124
2024-05-01,Video,Giveaway,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Confident,Collab,21265,18861,2445,131,56,65,833,291
2025-03-26,Story,Tutorial,"#SugarCosmetics, #VeganBeauty",Confident,Collab,16536,10458,2559,285,85,241,510,60
2024-07-11,Story,Product Launch,"#VeganBeauty, #BoldLooks",Excited,Influencer,49488,46475,3572,600,107,204,1047,274
2024-10-02,Story,Tutorial,#CrueltyFree,Excited,Collab,16364,15432,2722,368,52,54,259,108
2024-05-06,Image,Tutorial,#CrueltyFree,Curious,Organic,40659,31408,2365,448,58,230,1360,413
2024-11-01,Image,Product Launch,"#MakeupGoals, #CrueltyFree, #BoldLooks",Happy,Paid,25378,22805,1709,112,71,87,943,216
2024-12-12,Story,Festive Offer,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Happy,Organic,40941,29623,3865,221,73,331,1156,476
2025-01-15,Video,Festive Offer,#SugarCosmetics,Happy,Organic,9531,6935,1409,96,116,103,141,15
2025-02-08,Story,Festive Offer,"#VeganBeauty, #BoldLooks, #SugarCosmetics",Happy,Paid,27261,17980,2277,127,209,135,493,184
2024-08-07,Image,Tutorial,"#CrueltyFree, #MakeupGoals",Happy,Collab,20203,14541,2372,413,54,85,659,166
2024-05-14,Image,Product Launch,"#SugarCosmetics, #VeganBeauty",Curious,Influencer,29652,21168,2844,545,185,176,752,352
2024-05-17,Image,Festive Offer,#MakeupGoals,Excited,Organic,14307,12074,2324,249,108,119,560,203
2024-11-15,Story,Product Launch,"#MakeupGoals, #VeganBeauty, #CrueltyFree",Happy,Influencer,41532,25955,5027,403,285,151,260,43
2024-08-13,Video,Product Launch,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Happy,Collab,3807,2503,275,14,22,21,120,59
2024-12-18,Video,Product Launch,#SugarCosmetics,Curious,Organic,19734,17666,3253,604,257,126,649,164
2024-12-13,Reel,Giveaway,"#BoldLooks, #VeganBeauty",Happy,Collab,33132,30845,6426,1265,584,281,923,219
2025-04-07,Reel,Tutorial,#SugarCosmetics,Curious,Paid,33398,26403,5212,614,424,502,1075,426
2024-05-25,Reel,Tutorial,"#VeganBeauty, #BoldLooks, #SugarCosmetics",Happy,Organic,28662,25888,5075,767,136,231,391,83
2024-07-14,Reel,Festive Offer,#SugarCosmetics,Inspired,Paid,18029,16063,3697,214,171,308,182,33
2024-12-29,Story,Influencer Collab,"#CrueltyFree, #VeganBeauty",Inspired,Influencer,3801,3064,648,123,36,54,107,19
2024-08-28,Story,Influencer Collab,"#CrueltyFree, #MakeupGoals, #VeganBeauty",Happy,Organic,45169,42279,3920,237,189,339,2007,941
2025-03-27,Reel,Tutorial,"#BoldLooks, #SugarCosmetics, #CrueltyFree",Confident,Influencer,23298,18128,1169,221,35,39,244,114
2024-12-14,Reel,Influencer Collab,"#CrueltyFree, #SugarCosmetics",Curious,Paid,23432,17525,3104,246,310,224,522,74
2024-12-14,Video,Tutorial,#CrueltyFree,Inspired,Paid,29031,22438,5302,1058,62,181,717,341
2025-03-31,Reel,Product Launch,"#BoldLooks, #MakeupGoals",Confident,Collab,42046,32523,2287,288,192,172,506,132
2024-06-25,Story,Giveaway,"#MakeupGoals, #CrueltyFree",Confident,Collab,13520,8365,740,113,13,19,212,42
2024-11-17,Video,Giveaway,"#MakeupGoals, #VeganBeauty",Confident,Influencer,27755,24070,4394,766,180,389,1034,383
2024-09-05,Video,Festive Offer,#VeganBeauty,Confident,Organic,27684,25744,4967,561,489,145,1037,133
2024-08-31,Reel,Product Launch,"#CrueltyFree, #BoldLooks, #VeganBeauty",Excited,Collab,46963,37576,9387,682,650,374,892,372
2025-02-08,Reel,Festive Offer,"#VeganBeauty, #SugarCosmetics, #MakeupGoals",Inspired,Paid,35584,33649,4805,257,223,129,1498,731
2025-02-04,Video,Product Launch,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Inspired,Organic,48194,28979,6629,781,282,655,1013,295
2024-07-22,Reel,Influencer Collab,"#BoldLooks, #SugarCosmetics, #VeganBeauty",Inspired,Collab,43912,31677,6657,361,529,634,453,178
2025-04-07,Story,Influencer Collab,#CrueltyFree,Happy,Influencer,10176,9110,545,32,10,43,364,170
2024-09-11,Image,Influencer Collab,#VeganBeauty,Inspired,Organic,18951,14379,755,149,16,43,668,275
2025-01-10,Story,Festive Offer,#CrueltyFree,Curious,Collab,12288,7751,605,111,55,16,300,55
2024-11-25,Video,Product Launch,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Curious,Paid,33421,24709,2979,536,104,265,1028,407
2024-08-29,Reel,Influencer Collab,"#BoldLooks, #SugarCosmetics",Confident,Organic,32145,30297,2452,310,45,59,535,87
2024-06-15,Image,Product Launch,"#CrueltyFree, #BoldLooks",Inspired,Organic,16611,10137,1287,106,32,90,110,18
2024-05-06,Reel,Tutorial,#BoldLooks,Confident,Paid,3561,2729,244,33,17,22,75,17
2024-09-06,Video,Influencer Collab,"#VeganBeauty, #SugarCosmetics, #MakeupGoals",Confident,Influencer,30911,28795,4019,334,216,277,943,384
2024-09-16,Video,Giveaway,#VeganBeauty,Confident,Paid,24154,20341,4024,457,391,149,830,259
2024-05-16,Reel,Product Launch,"#CrueltyFree, #SugarCosmetics, #VeganBeauty",Excited,Influencer,21815,20302,1503,283,49,104,344,113
2024-05-02,Image,Tutorial,#BoldLooks,Curious,Organic,15321,12586,1328,236,88,64,138,15
2024-05-12,Story,Tutorial,"#MakeupGoals, #VeganBeauty, #SugarCosmetics",Excited,Paid,45038,38136,8507,515,312,731,543,98
2024-09-24,Reel,Product Launch,#MakeupGoals,Excited,Paid,14446,12952,1424,121,141,137,249,63
2024-10-25,Video,Product Launch,#SugarCosmetics,Curious,Paid,8694,5699,723,69,54,26,230,93
2024-11-26,Story,Tutorial,#SugarCosmetics,Curious,Collab,30555,19599,4580,448,210,274,797,227
2024-11-29,Reel,Giveaway,#BoldLooks,Happy,Organic,3588,3056,374,70,11,31,86,10
2024-04-24,Story,Influencer Collab,#SugarCosmetics,Confident,Collab,5372,3582,742,144,28,46,153,69
2024-12-25,Video,Tutorial,#MakeupGoals,Excited,Organic,28557,23000,5501,917,315,469,349,174
2024-04-26,Video,Giveaway,"#MakeupGoals, #CrueltyFree, #BoldLooks",Inspired,Collab,47351,37982,6284,891,517,535,1197,577
2024-09-20,Story,Giveaway,"#BoldLooks, #VeganBeauty",Curious,Paid,49783,41588,8520,741,740,491,791,264
2024-11-27,Video,Festive Offer,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Happy,Paid,31700,29849,7311,508,141,146,455,115
2024-10-02,Image,Giveaway,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Curious,Collab,11977,10971,769,94,71,72,179,24
2025-04-09,Image,Festive Offer,#SugarCosmetics,Inspired,Organic,37375,25928,4827,574,129,176,770,103
2025-04-07,Video,Giveaway,"#CrueltyFree, #BoldLooks, #VeganBeauty",Happy,Collab,30882,20240,4940,863,372,303,497,209
2025-03-05,Reel,Product Launch,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Excited,Influencer,22358,20015,3447,474,105,133,281,96
2024-11-17,Story,Giveaway,#BoldLooks,Inspired,Influencer,15087,10233,1723,183,69,119,136,33
2024-05-12,Image,Giveaway,"#VeganBeauty, #MakeupGoals, #CrueltyFree",Happy,Influencer,49120,34042,1987,140,36,118,1303,332
2024-05-17,Image,Product Launch,"#VeganBeauty, #SugarCosmetics, #MakeupGoals",Excited,Collab,30561,22579,4841,824,358,410,888,129
2024-11-17,Video,Giveaway,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Inspired,Paid,45851,43306,9597,920,159,867,638,242
2024-09-16,Video,Tutorial,#CrueltyFree,Happy,Organic,8824,7229,1727,275,87,37,333,114
2025-01-22,Video,Giveaway,#SugarCosmetics,Excited,Influencer,42266,29552,1792,313,140,42,745,177
2024-10-06,Story,Influencer Collab,#MakeupGoals,Confident,Organic,9436,6379,517,37,35,27,78,28
2024-10-21,Video,Tutorial,"#VeganBeauty, #CrueltyFree",Inspired,Collab,17254,13128,1366,211,68,35,228,103
2024-07-30,Reel,Product Launch,"#MakeupGoals, #CrueltyFree, #BoldLooks",Happy,Organic,5380,5098,1054,159,50,103,146,49
2024-05-06,Video,Product Launch,#BoldLooks,Confident,Organic,20630,12894,2957,440,250,110,323,68
2025-02-15,Image,Product Launch,"#SugarCosmetics, #BoldLooks",Happy,Organic,24793,18332,1295,253,98,69,474,122
2025-01-14,Video,Product Launch,"#BoldLooks, #CrueltyFree",Curious,Collab,15697,12996,745,107,22,25,345,72
2025-04-01,Story,Tutorial,"#MakeupGoals, #CrueltyFree",Happy,Influencer,34535,26690,3334,546,91,149,1087,495
2024-07-22,Video,Tutorial,"#CrueltyFree, #BoldLooks",Happy,Paid,6206,4116,227,25,21,5,62,14
2024-10-22,Story,Tutorial,#MakeupGoals,Inspired,Collab,21662,14834,2931,505,182,106,440,73
2024-10-30,Image,Festive Offer,#BoldLooks,Excited,Collab,9803,6034,1148,69,113,88,74,31
2024-07-31,Story,Giveaway,#MakeupGoals,Curious,Paid,23907,16750,3832,381,322,119,783,94
2025-01-13,Reel,Tutorial,"#VeganBeauty, #MakeupGoals",Happy,Influencer,38959,32217,3979,336,114,82,501,217
2025-01-08,Reel,Giveaway,#CrueltyFree,Excited,Organic,47395,31274,6612,571,551,660,581,190
2024-06-06,Video,Giveaway,"#MakeupGoals, #VeganBeauty",Confident,Influencer,35355,26067,4613,710,54,278,849,304
2025-01-22,Story,Giveaway,"#BoldLooks, #VeganBeauty, #CrueltyFree",Happy,Organic,43217,37213,8647,994,246,785,890,173
2025-03-30,Video,Product Launch,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Curious,Paid,28665,21127,3282,523,87,317,869,241
2024-07-12,Story,Tutorial,"#MakeupGoals, #BoldLooks",Inspired,Collab,21212,19278,3961,235,121,123,845,256
2025-01-01,Reel,Giveaway,#CrueltyFree,Inspired,Paid,6702,5304,824,62,16,37,81,35
2024-07-03,Image,Influencer Collab,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Curious,Collab,36611,26700,5991,994,428,268,894,173
2024-11-26,Image,Product Launch,#BoldLooks,Curious,Paid,4873,3191,601,102,53,52,70,21
2025-03-14,Reel,Tutorial,#BoldLooks,Confident,Influencer,23109,15714,2000,172,165,145,380,90
2024-08-09,Image,Tutorial,#SugarCosmetics,Happy,Collab,40891,36931,5203,832,187,333,1299,207
2024-08-16,Video,Influencer Collab,"#CrueltyFree, #MakeupGoals, #BoldLooks",Excited,Collab,29410,18134,3637,516,265,160,658,271
2024-11-30,Image,Tutorial,#CrueltyFree,Curious,Influencer,11236,8315,491,94,47,34,118,37
2025-01-15,Image,Product Launch,"#VeganBeauty, #BoldLooks",Happy,Collab,2436,1633,353,20,30,7,79,30
2024-09-11,Video,Tutorial,#SugarCosmetics,Curious,Influencer,3857,2480,587,58,39,25,66,25
2025-03-19,Video,Festive Offer,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Happy,Paid,8996,6707,1272,250,115,63,263,49
2024-07-15,Video,Tutorial,"#VeganBeauty, #BoldLooks",Inspired,Influencer,21299,15447,1785,219,135,67,730,338
2024-04-27,Reel,Influencer Collab,#MakeupGoals,Curious,Influencer,46000,34244,7960,1591,457,708,461,56
2024-04-20,Image,Tutorial,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Confident,Organic,2286,1610,188,35,15,9,55,8
2024-09-18,Image,Giveaway,"#MakeupGoals, #CrueltyFree, #SugarCosmetics",Confident,Organic,45018,41418,9183,571,173,205,2029,843
2024-10-26,Story,Giveaway,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Confident,Influencer,45546,41909,4084,682,346,367,1662,583
2024-10-14,Image,Giveaway,#MakeupGoals,Inspired,Collab,40894,25875,2634,444,30,208,646,206
2024-09-12,Reel,Festive Offer,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Inspired,Influencer,42204,37537,3027,222,225,141,452,79
2025-02-07,Story,Product Launch,"#VeganBeauty, #MakeupGoals",Curious,Paid,18419,11366,2036,301,123,49,231,110
2025-03-14,Reel,Giveaway,#MakeupGoals,Inspired,Influencer,33399,20469,3869,694,197,157,533,129
2025-03-13,Video,Product Launch,"#MakeupGoals, #CrueltyFree",Inspired,Collab,7782,6412,743,122,43,54,271,28
2024-06-19,Image,Giveaway,"#CrueltyFree, #BoldLooks",Confident,Collab,7017,5238,922,148,22,23,259,70
2024-08-26,Image,Product Launch,"#VeganBeauty, #SugarCosmetics",Happy,Collab,40486,30599,7608,919,749,325,1154,313
2024-08-24,Reel,Giveaway,"#SugarCosmetics, #VeganBeauty, #BoldLooks",Confident,Collab,19007,13570,1313,77,37,48,477,211
2024-04-22,Reel,Tutorial,"#VeganBeauty, #CrueltyFree",Excited,Paid,18065,14169,1710,252,45,62,458,207
2024-07-12,Reel,Tutorial,#MakeupGoals,Inspired,Influencer,4876,4267,506,57,16,48,61,15
2024-06-20,Reel,Giveaway,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Confident,Collab,10266,8488,936,172,19,59,248,110
2024-12-20,Video,Influencer Collab,#VeganBeauty,Confident,Organic,12495,11456,1894,114,29,83,354,156
2024-09-01,Story,Tutorial,"#BoldLooks, #MakeupGoals, #SugarCosmetics",Happy,Collab,7843,6013,1226,214,76,73,119,57
2025-03-06,Image,Product Launch,"#CrueltyFree, #VeganBeauty",Curious,Influencer,1235,1039,54,9,4,1,36,7
2024-04-23,Video,Product Launch,"#MakeupGoals, #CrueltyFree",Happy,Collab,29965,27742,4865,793,404,385,948,321
2024-05-17,Image,Tutorial,"#SugarCosmetics, #BoldLooks",Curious,Collab,28013,19945,4020,781,178,142,620,214
2024-10-27,Video,Influencer Collab,"#VeganBeauty, #SugarCosmetics",Curious,Paid,43752,41025,2952,367,108,147,1946,552
2024-07-10,Image,Tutorial,#SugarCosmetics,Happy,Paid,15080,13941,3266,650,260,95,532,130
2024-09-13,Story,Tutorial,"#VeganBeauty, #BoldLooks, #SugarCosmetics",Confident,Organic,19264,18188,1962,268,42,61,635,69
2024-08-18,Video,Tutorial,"#VeganBeauty, #BoldLooks, #MakeupGoals",Confident,Influencer,23790,21948,1662,134,67,114,900,388
2024-07-27,Reel,Influencer Collab,"#MakeupGoals, #BoldLooks",Confident,Paid,11878,8854,759,49,67,18,438,47
2024-06-08,Reel,Tutorial,#CrueltyFree,Happy,Collab,4225,3903,385,54,11,8,134,65
2025-04-03,Reel,Influencer Collab,#CrueltyFree,Confident,Organic,15673,11287,1751,155,157,35,183,31
2024-09-18,Video,Tutorial,#VeganBeauty,Confident,Paid,13078,11738,2919,265,291,251,291,127
2024-06-29,Image,Influencer Collab,#MakeupGoals,Confident,Influencer,46449,42465,6292,448,549,601,1498,199
2024-08-08,Video,Giveaway,#VeganBeauty,Excited,Collab,7714,5656,880,172,67,60,177,40
2024-05-30,Story,Festive Offer,#CrueltyFree,Inspired,Organic,9529,7295,533,67,29,51,345,39
2024-10-14,Image,Tutorial,#SugarCosmetics,Inspired,Organic,48292,38484,4516,520,154,202,1054,489
2024-11-13,Video,Product Launch,"#MakeupGoals, #BoldLooks",Excited,Organic,24997,21653,4851,750,314,130,548,206
2024-07-27,Image,Giveaway,"#VeganBeauty, #MakeupGoals",Excited,Paid,6717,4595,953,187,51,76,180,62
2024-06-29,Video,Festive Offer,#CrueltyFree,Confident,Paid,45631,43093,5975,756,387,217,1889,770
2024-12-01,Video,Influencer Collab,#SugarCosmetics,Curious,Organic,27681,23084,4380,289,180,431,598,279
2024-05-12,Video,Festive Offer,"#SugarCosmetics, #MakeupGoals",Curious,Organic,38253,26137,5621,658,310,291,1218,533
2024-12-18,Image,Giveaway,#MakeupGoals,Confident,Organic,15390,14490,2112,266,77,169,363,100
2024-06-30,Reel,Giveaway,#BoldLooks,Confident,Collab,19943,14601,2421,450,114,66,154,34
2025-01-01,Video,Giveaway,#VeganBeauty,Excited,Paid,27423,16607,1786,189,87,64,670,285
2024-11-27,Reel,Product Launch,#SugarCosmetics,Curious,Paid,49251,36465,6920,1078,154,546,1356,321
2025-01-17,Reel,Product Launch,#MakeupGoals,Inspired,Influencer,2605,2295,297,43,24,16,42,10
2025-02-15,Image,Tutorial,"#CrueltyFree, #MakeupGoals",Confident,Paid,28763,21029,4718,865,450,126,219,24
2024-06-16,Image,Festive Offer,#MakeupGoals,Happy,Paid,44808,38078,8224,966,816,467,1492,179
2024-07-13,Video,Influencer Collab,"#CrueltyFree, #MakeupGoals",Curious,Paid,24847,22210,5515,524,253,451,578,284
2025-02-19,Image,Giveaway,"#SugarCosmetics, #BoldLooks",Curious,Influencer,39948,26036,5455,379,377,288,805,204
2024-07-14,Story,Festive Offer,"#BoldLooks, #MakeupGoals, #CrueltyFree",Excited,Organic,21090,17516,2878,390,147,97,857,280
2024-08-16,Story,Product Launch,#VeganBeauty,Confident,Organic,48637,44705,10041,982,639,812,1724,361
2024-08-25,Image,Influencer Collab,#SugarCosmetics,Happy,Influencer,45617,38550,4511,882,250,375,1644,461
2025-03-17,Story,Festive Offer,"#MakeupGoals, #BoldLooks, #VeganBeauty",Curious,Collab,7560,5509,315,26,25,25,86,28
2024-05-26,Story,Giveaway,"#VeganBeauty, #MakeupGoals",Confident,Organic,24432,21629,3962,507,319,244,725,223
2024-05-16,Image,Tutorial,"#CrueltyFree, #MakeupGoals, #SugarCosmetics",Happy,Paid,23604,21512,4319,440,323,427,1048,297
2024-04-25,Video,Festive Offer,#BoldLooks,Curious,Collab,27772,23068,4087,786,331,117,460,101
2025-01-30,Reel,Festive Offer,"#SugarCosmetics, #CrueltyFree",Confident,Collab,32755,30264,6343,995,324,408,593,66
2025-02-19,Video,Product Launch,#CrueltyFree,Excited,Influencer,10718,8276,423,36,22,31,217,74
2024-05-01,Reel,Festive Offer,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Confident,Collab,7929,6819,1519,90,107,73,283,33
2024-11-27,Reel,Festive Offer,"#MakeupGoals, #VeganBeauty, #CrueltyFree",Happy,Influencer,3006,2538,413,55,37,17,88,32
2024-05-04,Reel,Giveaway,"#SugarCosmetics, #MakeupGoals, #CrueltyFree",Happy,Influencer,7008,5422,1278,241,79,61,176,54
2024-12-24,Video,Influencer Collab,"#BoldLooks, #VeganBeauty, #MakeupGoals",Curious,Collab,47621,36492,6758,449,215,540,722,171
2025-04-01,Reel,Giveaway,"#CrueltyFree, #BoldLooks, #SugarCosmetics",Curious,Organic,15598,11967,2304,402,23,91,322,62
2025-03-31,Story,Influencer Collab,"#MakeupGoals, #CrueltyFree",Inspired,Influencer,16757,12911,1477,96,38,44,294,129
2024-09-30,Reel,Giveaway,#CrueltyFree,Curious,Organic,28331,26318,1319,95,28,30,696,174
2025-03-11,Image,Giveaway,"#SugarCosmetics, #CrueltyFree, #MakeupGoals",Inspired,Collab,12558,9772,1016,132,17,48,241,42
2025-01-07,Video,Tutorial,#CrueltyFree,Curious,Collab,10100,7832,1127,79,105,97,137,36
2024-05-07,Image,Influencer Collab,"#VeganBeauty, #SugarCosmetics, #CrueltyFree",Excited,Organic,25049,17886,4308,743,307,184,653,181
2024-09-04,Reel,Influencer Collab,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Curious,Influencer,34904,24522,5329,430,481,428,1062,339
2024-07-23,Reel,Festive Offer,"#CrueltyFree, #BoldLooks",Happy,Organic,44138,29548,3712,332,85,276,384,46
2024-04-21,Story,Giveaway,#SugarCosmetics,Inspired,Organic,14805,13272,2235,230,53,55,168,46
2024-12-22,Story,Influencer Collab,#MakeupGoals,Inspired,Influencer,17035,14364,2754,525,76,166,706,259
2025-02-10,Story,Influencer Collab,#SugarCosmetics,Inspired,Organic,20171,14031,2016,275,21,141,509,67
2024-11-15,Story,Product Launch,"#MakeupGoals, #SugarCosmetics, #VeganBeauty",Confident,Paid,25365,21106,2662,153,234,164,456,226
2024-11-21,Reel,Tutorial,"#VeganBeauty, #SugarCosmetics",Happy,Collab,5728,4481,881,57,70,62,220,67
2025-04-08,Story,Festive Offer,"#BoldLooks, #MakeupGoals",Curious,Paid,14803,10652,1730,257,153,150,196,35
2024-09-26,Video,Product Launch,"#BoldLooks, #SugarCosmetics",Excited,Influencer,18078,12160,709,49,31,58,271,35
2024-11-03,Video,Festive Offer,#CrueltyFree,Curious,Collab,29390,18188,2797,456,66,89,810,358
2024-07-26,Image,Product Launch,#SugarCosmetics,Confident,Organic,33041,22408,2320,293,89,63,792,266
2024-07-22,Story,Tutorial,"#SugarCosmetics, #CrueltyFree",Excited,Organic,45598,38568,2892,539,154,180,514,104
2024-04-24,Image,Festive Offer,#MakeupGoals,Happy,Paid,40385,37831,2854,343,274,182,1667,776
2024-06-17,Video,Tutorial,"#BoldLooks, #MakeupGoals, #CrueltyFree",Happy,Organic,13038,10769,983,59,73,91,445,48
2025-03-29,Image,Giveaway,"#BoldLooks, #VeganBeauty, #CrueltyFree",Curious,Collab,32744,19793,1364,249,102,48,235,97
2025-04-04,Story,Influencer Collab,"#CrueltyFree, #SugarCosmetics, #MakeupGoals",Excited,Paid,18502,16431,2438,127,137,126,224,96
2024-06-03,Video,Tutorial,"#CrueltyFree, #BoldLooks, #MakeupGoals",Curious,Collab,49474,32987,6108,936,249,191,364,92
2024-05-23,Video,Product Launch,#SugarCosmetics,Inspired,Collab,45815,39592,5615,823,532,422,723,100
2024-09-15,Reel,Product Launch,"#MakeupGoals, #VeganBeauty",Inspired,Collab,27525,20583,1123,130,55,111,457,88
2024-09-18,Video,Tutorial,"#CrueltyFree, #SugarCosmetics, #BoldLooks",Curious,Influencer,45132,30726,6424,378,415,358,939,107
2024-10-08,Image,Giveaway,"#BoldLooks, #VeganBeauty, #CrueltyFree",Confident,Collab,42042,27459,1495,96,81,117,1365,662
2024-07-13,Story,Festive Offer,"#SugarCosmetics, #VeganBeauty",Curious,Organic,35223,28955,4165,381,265,167,438,200
2025-02-21,Video,Influencer Collab,"#BoldLooks, #CrueltyFree",Inspired,Collab,32308,22967,1356,121,41,41,659,117
2024-06-11,Video,Product Launch,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Confident,Collab,33052,28519,5209,1031,427,291,1070,354
2024-12-14,Reel,Product Launch,"#BoldLooks, #MakeupGoals, #VeganBeauty",Excited,Collab,33467,23663,3940,462,207,254,1143,400
2025-04-14,Reel,Festive Offer,#MakeupGoals,Confident,Paid,5332,4669,290,43,20,24,111,11
2024-04-21,Image,Influencer Collab,"#CrueltyFree, #SugarCosmetics",Excited,Paid,49541,32843,3348,279,104,299,411,66
2024-08-06,Reel,Product Launch,"#VeganBeauty, #CrueltyFree",Excited,Paid,35490,26027,3333,612,162,184,905,237
2025-04-02,Video,Giveaway,"#BoldLooks, #SugarCosmetics, #MakeupGoals",Excited,Collab,26712,22984,1612,193,29,102,735,171
2025-01-07,Video,Festive Offer,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Curious,Collab,47269,41273,5510,963,148,185,1194,264
2024-08-27,Story,Product Launch,"#SugarCosmetics, #CrueltyFree",Curious,Organic,2934,1966,180,11,6,13,54,6
2025-04-12,Video,Giveaway,"#MakeupGoals, #SugarCosmetics",Inspired,Organic,33022,26715,6654,1204,482,520,291,43
2025-04-08,Story,Product Launch,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Happy,Collab,49463,35633,4284,625,242,182,535,224
2024-10-13,Reel,Tutorial,"#BoldLooks, #MakeupGoals",Confident,Organic,39274,29709,5470,822,308,166,478,97
2024-08-26,Video,Giveaway,"#BoldLooks, #CrueltyFree, #MakeupGoals",Confident,Organic,44683,32247,4252,539,245,329,592,275
2025-02-06,Image,Festive Offer,"#MakeupGoals, #CrueltyFree",Confident,Influencer,26177,16345,3251,453,165,217,610,99
2025-03-25,Story,Tutorial,#MakeupGoals,Inspired,Collab,37917,25128,2887,318,67,171,677,199
2024-11-23,Image,Tutorial,#BoldLooks,Confident,Influencer,41270,28276,6859,1115,175,584,1035,487
2024-11-21,Image,Influencer Collab,#SugarCosmetics,Happy,Collab,8090,7554,826,94,73,41,105,40
2025-02-19,Image,Influencer Collab,"#CrueltyFree, #MakeupGoals, #SugarCosmetics",Excited,Collab,20475,14748,2100,183,141,131,537,211
2024-11-16,Reel,Tutorial,#MakeupGoals,Excited,Collab,9169,7876,1642,194,81,131,146,49
2024-10-11,Video,Giveaway,#CrueltyFree,Curious,Collab,24532,18033,1943,108,30,54,555,62
2024-08-22,Story,Influencer Collab,"#BoldLooks, #MakeupGoals",Inspired,Influencer,14163,11689,2420,325,230,149,227,31
2025-03-18,Image,Tutorial,#MakeupGoals,Confident,Paid,7888,6933,1476,148,103,114,161,73
2024-11-24,Video,Influencer Collab,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Curious,Organic,38177,28209,4542,687,266,402,336,50
2025-03-19,Reel,Festive Offer,"#VeganBeauty, #CrueltyFree",Excited,Influencer,19657,16947,2033,285,63,53,771,330
2024-06-30,Story,Giveaway,#BoldLooks,Happy,Collab,29263,24434,2884,385,29,153,969,368
2024-05-23,Story,Festive Offer,"#MakeupGoals, #BoldLooks, #VeganBeauty",Happy,Collab,43781,35307,2931,292,243,234,1136,190
2024-06-24,Story,Giveaway,#MakeupGoals,Excited,Influencer,36000,21811,4644,375,184,238,476,168
2024-12-05,Video,Product Launch,#VeganBeauty,Confident,Influencer,17490,15307,3033,310,108,107,573,241
2025-01-30,Video,Influencer Collab,"#BoldLooks, #SugarCosmetics",Happy,Paid,33945,23221,1823,359,133,41,301,66
2024-12-05,Video,Product Launch,"#VeganBeauty, #MakeupGoals",Inspired,Collab,30729,29184,3277,305,184,202,1210,368
2025-02-12,Video,Tutorial,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Happy,Paid,13458,11765,2296,405,208,90,443,186
2024-09-30,Reel,Giveaway,#SugarCosmetics,Excited,Influencer,30005,27459,2142,218,147,166,341,40
2024-08-18,Reel,Influencer Collab,"#BoldLooks, #VeganBeauty",Excited,Organic,8392,5061,1248,86,96,74,155,49
2024-06-23,Reel,Tutorial,"#MakeupGoals, #CrueltyFree",Inspired,Paid,17723,12736,2276,375,75,61,382,103
2024-09-19,Image,Giveaway,"#CrueltyFree, #VeganBeauty",Happy,Collab,1956,1668,89,12,7,2,55,24
2024-05-07,Reel,Festive Offer,"#SugarCosmetics, #BoldLooks",Inspired,Paid,33917,31821,6625,735,126,257,723,187
